s,s_type,p,p_type,o,o_type
http://dbpedia.org/resource/Masakatsu_Shibasaki,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Saitama_(city),uri
http://dbpedia.org/resource/Michael_Benton,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Scotland,uri
http://dbpedia.org/resource/Michael_Benton,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Scotland,uri
http://dbpedia.org/resource/Michael_Benton,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Scotland,uri
http://dbpedia.org/resource/Michael_E._Mann,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Amherst,_Massachusetts",uri
http://dbpedia.org/resource/Michael_E._Mann,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Amherst,_Massachusetts",uri
http://dbpedia.org/resource/Michael_E._Mann,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Amherst,_Massachusetts",uri
http://dbpedia.org/resource/Nicolaes_Tulp,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Amsterdam,uri
http://dbpedia.org/resource/Nicolaes_Tulp,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Dutch_Republic,uri
http://dbpedia.org/resource/Nicolaes_Tulp,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Amsterdam,uri
http://dbpedia.org/resource/Nicolaes_Tulp,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Dutch_Republic,uri
http://dbpedia.org/resource/Nicolaes_Tulp,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Amsterdam,uri
http://dbpedia.org/resource/Nicolaes_Tulp,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Dutch_Republic,uri
http://dbpedia.org/resource/Nikolay_Burdenko,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Kamenka,_Kamensky_District,_Penza_Oblast",uri
http://dbpedia.org/resource/Nikolay_Burdenko,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Russian_Empire,uri
http://dbpedia.org/resource/Nikolay_Burdenko,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Penza_Governorate,uri
http://dbpedia.org/resource/Nikolay_Burdenko,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Kamenka,_Kamensky_District,_Penza_Oblast",uri
http://dbpedia.org/resource/Nikolay_Burdenko,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Russian_Empire,uri
http://dbpedia.org/resource/Nikolay_Burdenko,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Penza_Governorate,uri
http://dbpedia.org/resource/Nikolay_Burdenko,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Kamenka,_Kamensky_District,_Penza_Oblast",uri
http://dbpedia.org/resource/Nikolay_Burdenko,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Russian_Empire,uri
http://dbpedia.org/resource/Nikolay_Burdenko,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Penza_Governorate,uri
http://dbpedia.org/resource/Oleg_Losev,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Russian_Empire,uri
http://dbpedia.org/resource/Oleg_Losev,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Tver,uri
http://dbpedia.org/resource/Oleg_Losev,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Tver_Governorate,uri
http://dbpedia.org/resource/Oleg_Losev,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Russian_Empire,uri
http://dbpedia.org/resource/Oleg_Losev,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Tver,uri
http://dbpedia.org/resource/Oleg_Losev,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Tver_Governorate,uri
http://dbpedia.org/resource/Oleg_Losev,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Russian_Empire,uri
http://dbpedia.org/resource/Oleg_Losev,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Tver,uri
http://dbpedia.org/resource/Oleg_Losev,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Tver_Governorate,uri
http://dbpedia.org/resource/Olof_Swartz,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Norrköping,uri
http://dbpedia.org/resource/Olof_Swartz,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Norrköping,uri
http://dbpedia.org/resource/Olof_Swartz,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Norrköping,uri
http://dbpedia.org/resource/Paolo_Savi,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Pisa,uri
http://dbpedia.org/resource/Paolo_Savi,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Pisa,uri
http://dbpedia.org/resource/Philippe_Baumard,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Paris,uri
http://dbpedia.org/resource/Philippe_Baumard,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Paris,uri
http://dbpedia.org/resource/Philippe_Baumard,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Paris,uri
http://dbpedia.org/resource/Richard_Lindzen,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Webster,_Massachusetts",uri
http://dbpedia.org/resource/Richard_Lindzen,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Webster,_Massachusetts",uri
http://dbpedia.org/resource/Richard_Lindzen,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Webster,_Massachusetts",uri
http://dbpedia.org/resource/Richard_M._Goody,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Hertfordshire,uri
http://dbpedia.org/resource/Richard_M._Goody,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Hertfordshire,uri
http://dbpedia.org/resource/Richard_M._Goody,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Hertfordshire,uri
http://dbpedia.org/resource/Sanjay_Ghemawat,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/West_Lafayette,_Indiana",uri
http://dbpedia.org/resource/Sanjay_Ghemawat,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/West_Lafayette,_Indiana",uri
http://dbpedia.org/resource/Sanjay_Ghemawat,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/West_Lafayette,_Indiana",uri
http://dbpedia.org/resource/Stanisław_Mazur,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Ukraine,uri
http://dbpedia.org/resource/Stanisław_Mazur,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Austria-Hungary,uri
http://dbpedia.org/resource/Stanisław_Mazur,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Lviv,uri
http://dbpedia.org/resource/Stanisław_Mazur,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Kingdom_of_Galicia_and_Lodomeria,uri
http://dbpedia.org/resource/Stanisław_Mazur,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Ukraine,uri
http://dbpedia.org/resource/Stanisław_Mazur,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Austria-Hungary,uri
http://dbpedia.org/resource/Stanisław_Mazur,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Lviv,uri
http://dbpedia.org/resource/Stanisław_Mazur,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Kingdom_of_Galicia_and_Lodomeria,uri
http://dbpedia.org/resource/Stanisław_Mazur,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Ukraine,uri
http://dbpedia.org/resource/Stanisław_Mazur,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Austria-Hungary,uri
http://dbpedia.org/resource/Stanisław_Mazur,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Lviv,uri
http://dbpedia.org/resource/Stanisław_Mazur,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Kingdom_of_Galicia_and_Lodomeria,uri
http://dbpedia.org/resource/Stefan_Banach,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Austria-Hungary,uri
http://dbpedia.org/resource/Stefan_Banach,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Kraków,uri
http://dbpedia.org/resource/Stefan_Banach,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Austria-Hungary,uri
http://dbpedia.org/resource/Stefan_Banach,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Kraków,uri
http://dbpedia.org/resource/Stefan_Banach,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Austria-Hungary,uri
http://dbpedia.org/resource/Stefan_Banach,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Kraków,uri
http://dbpedia.org/resource/Svetlana_Mojsov,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Skopje,uri
http://dbpedia.org/resource/Svetlana_Mojsov,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Socialist_Republic_of_Macedonia,uri
http://dbpedia.org/resource/Svetlana_Mojsov,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Skopje,uri
http://dbpedia.org/resource/Svetlana_Mojsov,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Socialist_Republic_of_Macedonia,uri
http://dbpedia.org/resource/Thomas_H._Stix,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/St._Louis,uri
http://dbpedia.org/resource/Thomas_H._Stix,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/St._Louis,uri
http://dbpedia.org/resource/Thomas_H._Stix,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/St._Louis,uri
http://dbpedia.org/resource/Tommaso_Ceva,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Milan,uri
http://dbpedia.org/resource/Tommaso_Ceva,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Duchy_of_Milan,uri
http://dbpedia.org/resource/Tommaso_Ceva,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Milan,uri
http://dbpedia.org/resource/Tommaso_Ceva,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Duchy_of_Milan,uri
http://dbpedia.org/resource/Tommaso_Ceva,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Milan,uri
http://dbpedia.org/resource/Tommaso_Ceva,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Duchy_of_Milan,uri
http://dbpedia.org/resource/Alexander_Frumkin,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Chișinău,uri
http://dbpedia.org/resource/Alexander_Frumkin,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Russian_Empire,uri
http://dbpedia.org/resource/Alexander_Frumkin,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Bessarabia_Governorate,uri
http://dbpedia.org/resource/Alexander_Frumkin,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Chișinău,uri
http://dbpedia.org/resource/Alexander_Frumkin,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Russian_Empire,uri
http://dbpedia.org/resource/Alexander_Frumkin,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Bessarabia_Governorate,uri
http://dbpedia.org/resource/Alexei_Fedchenko,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Irkutsk,uri
http://dbpedia.org/resource/Alexei_Fedchenko,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Russian_Empire,uri
http://dbpedia.org/resource/Alexei_Fedchenko,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Irkutsk,uri
http://dbpedia.org/resource/Alexei_Fedchenko,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Russian_Empire,uri
http://dbpedia.org/resource/Alexei_Fedchenko,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Irkutsk,uri
http://dbpedia.org/resource/Alexei_Fedchenko,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Russian_Empire,uri
http://dbpedia.org/resource/Baha_ad-Din_ibn_Shaddad,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Mosul,uri
http://dbpedia.org/resource/Baha_ad-Din_ibn_Shaddad,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Zengid_dynasty,uri
http://dbpedia.org/resource/Baha_ad-Din_ibn_Shaddad,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Mosul,uri
http://dbpedia.org/resource/Baha_ad-Din_ibn_Shaddad,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Zengid_dynasty,uri
http://dbpedia.org/resource/Beatrice_Mintz,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/New_York_City,uri
http://dbpedia.org/resource/Beatrice_Mintz,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/New_York_City,uri
http://dbpedia.org/resource/Beatrice_Mintz,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/New_York_City,uri
http://dbpedia.org/resource/Charles_Torrey_Simpson,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Tiskilwa,_Illinois",uri
http://dbpedia.org/resource/Charles_Torrey_Simpson,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Tiskilwa,_Illinois",uri
http://dbpedia.org/resource/Charles_Torrey_Simpson,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Tiskilwa,_Illinois",uri
http://dbpedia.org/resource/Charlotte_Moore_Sitterly,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Ercildoun,_Pennsylvania",uri
http://dbpedia.org/resource/Charlotte_Moore_Sitterly,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Pennsylvania,uri
http://dbpedia.org/resource/Charlotte_Moore_Sitterly,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Ercildoun,_Pennsylvania",uri
http://dbpedia.org/resource/Charlotte_Moore_Sitterly,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Pennsylvania,uri
http://dbpedia.org/resource/Charlotte_Moore_Sitterly,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Ercildoun,_Pennsylvania",uri
http://dbpedia.org/resource/Charlotte_Moore_Sitterly,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Pennsylvania,uri
http://dbpedia.org/resource/Chris_Adami,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Brussels,uri
http://dbpedia.org/resource/Chris_Adami,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Brussels,uri
http://dbpedia.org/resource/Chris_Adami,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Brussels,uri
http://dbpedia.org/resource/David_E._H._Jones,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Southwark,uri
http://dbpedia.org/resource/David_E._H._Jones,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Southwark,uri
http://dbpedia.org/resource/David_E._H._Jones,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Southwark,uri
http://dbpedia.org/resource/David_Hendricks_Bergey,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Skippack,_Pennsylvania",uri
http://dbpedia.org/resource/David_Hendricks_Bergey,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Pennsylvania,uri
http://dbpedia.org/resource/David_Hendricks_Bergey,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Skippack,_Pennsylvania",uri
http://dbpedia.org/resource/David_Hendricks_Bergey,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Pennsylvania,uri
http://dbpedia.org/resource/David_Hendricks_Bergey,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Skippack,_Pennsylvania",uri
http://dbpedia.org/resource/David_Hendricks_Bergey,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Pennsylvania,uri
http://dbpedia.org/resource/David_Schramm_(astrophysicist),uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/St._Louis,uri
http://dbpedia.org/resource/David_Schramm_(astrophysicist),uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/St._Louis,uri
http://dbpedia.org/resource/David_Schramm_(astrophysicist),uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/St._Louis,uri
http://dbpedia.org/resource/Dougal_Dixon,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Dumfries,uri
http://dbpedia.org/resource/Dougal_Dixon,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Dumfries,uri
http://dbpedia.org/resource/Dougal_Dixon,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Dumfries,uri
http://dbpedia.org/resource/Douglas_Harold_Copp,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Ontario,uri
http://dbpedia.org/resource/Douglas_Harold_Copp,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Toronto,uri
http://dbpedia.org/resource/Douglas_Harold_Copp,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Ontario,uri
http://dbpedia.org/resource/Douglas_Harold_Copp,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Toronto,uri
http://dbpedia.org/resource/Douglas_Harold_Copp,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Ontario,uri
http://dbpedia.org/resource/Douglas_Harold_Copp,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Toronto,uri
http://dbpedia.org/resource/Edward_Bullard,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Norfolk,uri
http://dbpedia.org/resource/Edward_Bullard,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Norwich,uri
http://dbpedia.org/resource/Edward_Bullard,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Norfolk,uri
http://dbpedia.org/resource/Edward_Bullard,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Norwich,uri
http://dbpedia.org/resource/Edward_Bullard,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Norfolk,uri
http://dbpedia.org/resource/Edward_Bullard,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Norwich,uri
http://dbpedia.org/resource/Elizabeth_Loftus,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Bel_Air,_Los_Angeles",uri
http://dbpedia.org/resource/Elizabeth_Loftus,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Bel_Air,_Los_Angeles",uri
http://dbpedia.org/resource/Elizabeth_Loftus,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Bel_Air,_Los_Angeles",uri
http://dbpedia.org/resource/Elwood_V._Jensen,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Fargo,_North_Dakota",uri
http://dbpedia.org/resource/Elwood_V._Jensen,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Fargo,_North_Dakota",uri
http://dbpedia.org/resource/Elwood_V._Jensen,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Fargo,_North_Dakota",uri
http://dbpedia.org/resource/Frank_Asaro,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/San_Diego,uri
http://dbpedia.org/resource/Frank_Asaro,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/San_Diego,uri
http://dbpedia.org/resource/Frank_Asaro,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/San_Diego,uri
http://dbpedia.org/resource/François_Magendie,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Bordeaux,uri
http://dbpedia.org/resource/François_Magendie,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Bordeaux,uri
http://dbpedia.org/resource/François_Magendie,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Bordeaux,uri
http://dbpedia.org/resource/Gene_Sharp,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/North_Baltimore,_Ohio",uri
http://dbpedia.org/resource/Gene_Sharp,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/North_Baltimore,_Ohio",uri
http://dbpedia.org/resource/Gene_Sharp,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/North_Baltimore,_Ohio",uri
http://dbpedia.org/resource/Geoffrey_Miller_(psychologist),uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Cincinnati,uri
http://dbpedia.org/resource/Geoffrey_Miller_(psychologist),uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Cincinnati,uri
http://dbpedia.org/resource/Geoffrey_Miller_(psychologist),uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Cincinnati,uri
http://dbpedia.org/resource/George_Edwards_(naturalist),uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Essex,uri
http://dbpedia.org/resource/George_Edwards_(naturalist),uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/West_Ham,uri
http://dbpedia.org/resource/George_Edwards_(naturalist),uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Essex,uri
http://dbpedia.org/resource/George_Edwards_(naturalist),uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/West_Ham,uri
http://dbpedia.org/resource/George_Edwards_(naturalist),uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Essex,uri
http://dbpedia.org/resource/George_Edwards_(naturalist),uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/West_Ham,uri
http://dbpedia.org/resource/Gilbert_Walker_(physicist),uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Rochdale,uri
http://dbpedia.org/resource/Gilbert_Walker_(physicist),uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Lancashire,uri
http://dbpedia.org/resource/Gilbert_Walker_(physicist),uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Rochdale,uri
http://dbpedia.org/resource/Gilbert_Walker_(physicist),uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Lancashire,uri
http://dbpedia.org/resource/Gilbert_Walker_(physicist),uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Rochdale,uri
http://dbpedia.org/resource/Gilbert_Walker_(physicist),uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Lancashire,uri
http://dbpedia.org/resource/Goro_Shimura,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Hamamatsu,uri
http://dbpedia.org/resource/Goro_Shimura,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Hamamatsu,uri
http://dbpedia.org/resource/Goro_Shimura,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Hamamatsu,uri
http://dbpedia.org/resource/J._Norman_Collie,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Alderley_Edge,uri
http://dbpedia.org/resource/J._Norman_Collie,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Alderley_Edge,uri
http://dbpedia.org/resource/J._Norman_Collie,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Alderley_Edge,uri
http://dbpedia.org/resource/Jack_Dennis__Jack_Dennis__1,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Elizabeth,_New_Jersey",uri
http://dbpedia.org/resource/Jack_Dennis__Jack_Dennis__1,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/Elizabeth,_New_Jersey",uri
http://dbpedia.org/resource/Jacques_Miller,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/France,uri
http://dbpedia.org/resource/Jacques_Miller,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Nice,uri
http://dbpedia.org/resource/Jacques_Miller,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/France,uri
http://dbpedia.org/resource/Jacques_Miller,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Nice,uri
http://dbpedia.org/resource/Jacques_Miller,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/France,uri
http://dbpedia.org/resource/Jacques_Miller,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Nice,uri
http://dbpedia.org/resource/James_Colliander,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Texas,uri
http://dbpedia.org/resource/James_Colliander,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/El_Paso,_Texas",uri
http://dbpedia.org/resource/James_Colliander,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Texas,uri
http://dbpedia.org/resource/James_Colliander,uri,http://dbpedia.org/ontology/birthPlace,uri,"http://dbpedia.org/resource/El_Paso,_Texas",uri
http://dbpedia.org/resource/James_Colliander,uri,http://dbpedia.org/ontology/birthPlace,uri,http://dbpedia.org/resource/Texas,uri
